19.0	27.0
19.2	29.0
19.4	28.0
19.6	27.0
19.8	27.0
20.0	28.0
20.2	27.0
20.4	27.0
20.6	26.0
20.8	24.0
21.0	25.0
21.2	28.0
21.4	33.0
21.6	46.0
21.8	58.0
22.0	68.0
22.2	73.0
22.4	71.0
22.6	75.0
22.8	72.0
23.0	70.0
23.2	65.0
23.4	65.0
23.6	68.0
23.8	66.0
24.0	64.0
24.2	66.0
24.4	64.0
24.6	63.0
24.8	56.0
25.0	56.0
